score,at,content
1,2025 04 10 11 27 45,saya kecewa jualan di sini dishopee kan ada sistem cek dulu sebelum bayar pengalaman saya dapat pembeli yang aneh aneh pilih sistem cod tapi paket di tuker dan ada juga dalamnya di ambil lalu di kembalikan yang gak sesuai seperti yang saya kirim yang saya kecewakan kenapa pihak kuir shopee express j t express ngizinin di buka dulu seharusnya kurirnya kan bisa ngomong kalau dicek dulu bisa pakai sistem dicek dulu kalau gak sesuai di kembalikan tolong dong pihak shopee
5,2025 04 10 09 55 09,tolong donk untuk pihak shopie agar lbh memperhatikan kepuasan pelanggan terutama pada jasa pembelian cod agar via jasa kirim jnt dan jne di aktifkan diatiap toko saya lbh puas pelayanan kurir jnt dan jne
1,2025 04 10 09 39 32,kurir nya parah spx gk mau di ajak cod gk mau ngirim paket nyuruh tf nyuruh ngambil
2,2025 04 10 09 11 33,suka ngeleg lemot g bisa cod bisa cod itu kadang doang kata aku si jangan download shopee karena layanannya buruk kalo g percaya saya kasi bukti kalo shopee itu layanannya buruk di banding toktok dan lazada shopee selalu pura bego supaya saya g bisa cod itu aja kalo yg pemarah jagan chat shopee ya nanti malah makin dibuat emosi
1,2025 04 10 05 57 18,hapus fitur cod cek dulu merugikan
2,2025 04 09 22 44 42,ini kenapa makin kesini makin buruk si shope padahal suka banget mana sekarang ga bisa cod lagi tolong dong balikin sistem cod
2,2025 04 09 22 19 02,shope ko ngga bisa cod ya alamat nya padahal akun nya ngga pernah batalin barang udah di coba semua akun tetap ngga bisa plis gimana kemarin bisa sekarang engga
1,2025 04 09 21 33 37,kok makin gak bisa cod aneh biasanya sering cod sekarang udah tidak bisa mana pengiriman lama sampai barangnya
5,2025 04 09 20 46 42,ngak bisa lagi cod lagi
5,2025 04 09 20 40 07,saya senang sekali karna barang yang sudah saya pesan dalam keadaan baik dan tidak rusak sama sekali trimakasih shopee cod karna pesanan sudah tepat waktu dikemas dan dikirim ke pembeli nya semoga shopee cod bisa lebih semangat lagi melayani dan mengirimkan pesanan online ke costemer nya tepat waktu dan puas dengan barang yg sesuai yang mereka inginkan by afriani
3,2025 04 09 20 25 42,saran buat kurir shopee spx coba berikan bonus pengantaran paket karena klo hanya gaji bulanan mereka malah santai biar ada semangat dikit antar maupun jemput paketnya kadang tempo misal hari ini diklik selesai padahal belum kami terima dan baru bsk diantar khusus non cod
1,2025 04 09 18 29 15,kurirnya tolong lebih diperhatikan lagi alamat udah bener sesuai gmaps malah salah kalo cod mah gapapa ini udah dibayar lewat dari estimasi juga
5,2025 04 09 17 29 52,aplikasi terbaik harga standar dan pengiriman juga baik ada beberapa toko yg tidak bisa belanja via cod smoga semua toko bisa membuka akses sistem cod trimakasih
2,2025 04 09 17 22 06,aku member platinum tapi setelah lebaran ini sudah tidak bisa cod pada hal aku sekali nolak paket itu pun karena tidak sesuai keterangan produk tolong di perbaiki akun ku karena aku mau nya cod
5,2025 04 09 16 51 47,untuk pembelian cukup puas cuman kendalanya pas pengantaran tidak ada no telepon si kurir itu menyulitkan ketika kita ada keperluan di luar sementara kita harus menunggu paket ini khusus yang cod tolong dong pihak shopee cantumin no si kurinya seperti di toko sebelah
5,2025 04 09 16 33 34,pesan barang cod nya sih yang sangat mendukung ada metode pengembalian barang sekarang makin cihuyy
1,2025 04 09 16 21 46,ini kenapa jasa pengiriman spx sudah tidak bisa cod
5,2025 04 09 15 21 01,suka karena pengiriman cepat selama saya cod gak pernah telat melebihi estimasi
5,2025 04 09 14 24 45,aplikasi ini sangat bagus dan berguna juga buat yg males ke pasar jdi tinggal cod ajaa gampang dan harga nya terjangkau jugaa saya sngt suka dengan aplikasi shopee ini
5,2025 04 09 13 27 57,aplikasi ny bagus bisa cod dan gratis ongkir dan juga pengirimannya cepat
5,2025 04 09 12 16 09,sudah lama memakai shopee buat belanja segala keperluan dan selama ini puas banget semoga kedepanya lebih baik lagi untuk jasa pengiriman mungkin lebih baik dalam pengecekan barangnya ada nomor telp kurir bs dicantumkan supaya bisa konfirmasi bilamana disaat kita sedang tdk di rumah bs mengkondisikan ketika memakai pembayaran cod utk kurir selama ini pelayanan yang baik sukses selalu
2,2025 04 09 11 38 09,awalnya bagus tapi lama kelamaan gak bagus lg fitur cod gak aktif ekspedisi jnt tidak tersedia lagi
1,2025 04 09 09 46 37,kenapa shopee ini tdk bisa cod di kalimantan timur yah bingung nih cod gak bisa di kaltim tolong solusinya bgmn ini sdah lewat lebaran gak bisa cod di daerah kaltim
5,2025 04 09 07 01 52,kebanyakan barang yang dipesan tidak bisa cod cuma sebagian kecil saja tolong diakun saya layanan cod dan cod cek dulu diaktifkan tanpa batas
1,2025 04 09 05 56 38,kecewa sama shopee bulan ini kenapa anda putus hubungan sama jasa kurir j t padahal jasa kurir j t menurut saya bagus ketimbang spx di daerah bali kalau saya checkout barang gk ada jasa kurir spx saya pakai pembayaran cod soalnya kalau checkout non cod kadang paket saya di bawa keliling entah kemana sama ekspedisi spx
5,2025 04 09 01 32 16,bagus sih ada fitur cod
5,2025 04 08 23 36 31,mau nanya ko shoope saya kagak bisa cod ya knp itu mohon bantuannya
1,2025 04 08 23 12 41,di aku udah gabisa cod pdhal jrang belanja
5,2025 04 08 23 10 00,pengiriman cepat kurir sopan n baik cod aman
1,2025 04 08 22 28 38,paket udah seminggu ga ke kirim paket yg cod ga sampe bukannya di perbaikin malah di bikin buruk sehat dh yang belanja di oren ini apa lagi bukan via cod bisa hilang uang kalian
1,2025 04 08 18 01 32,jnt udah di nonaktifkan jadi nya pesanan ku gak ada yg nyampe ke lokasi ku lalu akun ku sudah tidak bisa cod jadi males aku pake aplikasi shopee lagi
5,2025 04 08 16 01 10,aplikasinya mantap harganya murah banyak diskon tapi tlng perbanyak cod nya
1,2025 04 08 14 44 17,kalo bisa paket yg banyak di bagi atau di alihkan ke expedisi lain terkadang yang dari pihak shopee express lambat pengirimannya bahkan ada beberapa paket langsung di return tanpa alasan barang yg harusnya seminggu dah sampai ini malah sampai berminggu atau bahkan sebulan padahal menggunakan pengiriman standar tolong lebih teliti lagi mau itu barang cod atau lunas bisa lenyap atau bisa bisa ndak sampai ke tangan penerima buyer
5,2025 04 08 13 41 03,mantap jiwa apalagi lagi jika lebih dipermudah lagi sistem cod nya untuk semua barang jangan pilih pilih
5,2025 04 08 13 10 33,top dan harga terjangkau mohon aktifkan spaylater nya dong bayarnya udah tepat waktu malahan sering cod juga
4,2025 04 08 11 09 39,aplikasi ini memang cocok untuk belanja online tapi saya pesan paket cod pas sampai malah di suruh tranfer padahal itu paket cod pas aku chat sama penjual nya kayanya bakalan di ganti eh sampai sekarang belum di ganti ganti ini mohon di perbaiki ya
5,2025 04 08 10 53 34,sekarang lebih senang belanja di shopee banyak bonus ongkir dan bisa cod semoga ke depan bisa lebih ditingkatkan lagi sukses selalu untuk shopee
3,2025 04 08 09 53 26,sudah tidak bisa cod
3,2025 04 08 09 29 15,makin kesini makin banyak yg ga bisa cod jadi pada pindah ke toko sebelah ini masalah sangat serius
3,2025 04 08 09 00 27,plcc ko mau pesen barang apapun ga bisa cod si shopee nya error kalo iya tolong di perbaiki
5,2025 04 08 04 52 20,seneng sih belanja di shopee hampir tiap hari belanja di shopee tapi untuk kali ini sy g banja lagi di shopee karena g bisa cod
1,2025 04 08 03 00 44,shopee sekarang susah setelah j t keluar susah cod untuk daerah plosok kaya kami
1,2025 04 08 01 24 40,kecewa gara kurir spxnya main batalin sepihak padahal belum juga kerumah dan belum menghubungi saya tapi status pesanannya ditolak oleh customer dan sekarang imbasnya akun saya gak bisa pake layanan cod lg
2,2025 04 08 00 05 36,harusnya fitur cod di aktifkan karena susah kalo gaada saldo rekening yg belanja di shopee bukan orng tua aj kan ad anak muda kayak gw haduhhh moga fitur cod di aktifkan lagi
1,2025 04 07 23 10 26,udah gak bisa cod lageee lewat j t express padahal di kepulauan ekspedisi paling bagus hanya j t express klo begini terus pelanggan di kepulauan bakal pindah ke aplikasi lain
3,2025 04 07 21 31 13,suka ribet masalah pembayaran kadang gk ada cod melalui tranfer bkin repot
2,2025 04 07 21 09 30,shopee skrng ko gini ya gaada jnt ga bisa cod
5,2025 04 07 19 32 23,fitur cod nya sudah bisa digunakan sudah bisa order lagi
1,2025 04 07 19 16 26,bebas pengembalian dan penolakan paket cod rugi banget jualan di shopee orang yang nolak paket terus ngorder lagi barang lain sulit dicancel karena bakal kena poin pinalti najis dev aplikasinya ngilangin fitur blokir pengguna
2,2025 04 07 18 42 59,shopee sekarang sudah sangat jelek menurut saya setelah memutus kerjasama dengan j t dimana kita tau j t dapat melayani pelanggan shopee sampai ke pelosok dengan metode pembayaran cod ambisi shopee untuk spx malah membuat pelanggan shoppe di pelosok akan beralih ke aplikasi lain
2,2025 04 07 18 06 47,setelah di update fitur cod di pengiriman saya kenapa hilang saya sebagai penjual sangat sangat rugi karena banyak yang tidak jadi order barang
2,2025 04 07 17 57 04,tiba tiba bngt masa untuk yang bayar mitra agen engga dapat gratis ongkir wkwk yang dapat cuma cod sama bank parah bngt si padahal dulu bayar apa aja pasti ada potongan gratis ongkir dan potongan hari ini ngecek harga pakai mitra agen loh kok malah naik parah bngt si gimn yang masih pelajar engga ada bank untuk sistem cod juga ditakutkan tidak ada dirumah apalagi map yang selalu disitu situ saja aplikasi nya leg parah sampai crash hp padahal aplikasi lain lancar balikkin lagi lah
4,2025 04 07 17 49 14,shopee makin kesini makin sembrono tlg lbh teliti dan cermat lah yg bermasalah tu spx tpi kenapa kami yg di sanksi di non aktifkan cod bhkn ada paket yg blm nyebrang dh di tarik dan kmi juga yg di sanksi jdi payah mau belanja karna kami mengandalkan cod pdhl kmi gk pernah return bhkn ada brang yg gk sesuai atau kurang kami tetap terima kecewa kami di buat shopee kali ini
5,2025 04 07 16 40 54,lumayan bagus bisa cod
5,2025 04 07 15 25 18,suka sekali dengan shopee karena selalu ada opsi cod
5,2025 04 07 14 37 15,alhamdulillah apk nya membantu banget yang soal barang bagus tapi harga miring atau barang gagal juga ada tapi itu gak kesalahan apknya tapi penjualnya memberi pengalaman harga pasaran yang alhamdulillah dapat dijangkau pengirimannya hm lancar aja dengan cod memberikan kemudahan untuk pembeli kualitas produknya gak bisa nyalahin apknya tapi penjualnya tapi terima kasih untuk mereka semoga apk shopee tambah diminati
5,2025 04 07 11 43 43,apk nyaa baguss bgtt cocokk jadi top apk jual beli barangg truss fiturr nya juga mantpp produkk yang di jual jugaaa murce bgtt gda yang mahall sesui kualitas banyak diskonn and voucher cmn akuu masii gatauu knpp kloo ada barang yang mau aku co gabisa cod masi blm paham sampe skrng dluu takutt mau pake apk ini soalnya blm paham eh lama lama kecanduann apalagii ada game seru cmn sedikit saran untuk toko yang udh banyak kritikann para pembeli alias penjual yang ga amanah di tinjau lagi tq
2,2025 04 07 11 07 38,simulasi s pinjam tidak sesuai kenyataan cod menghilang tak jelas dari awal romadhon hingga saat ini dan itu dialami semua pengguna shopi untk area kalimantan timur kab kutai timur klo shopi nga activn cod lagi dlam bbrp hri ini mohon maaf dengan sangat terpaksa saya akan beralih ke tiktok karena ada yang harus saya beli
5,2025 04 07 11 02 07,bisa cod mba
1,2025 04 07 10 22 34,sekarang cod semua paket di ambil alih shopee aja gk mau bagi k yang lain kalo bnr spx pengirimannya bagus bnyk yg minat pakai jasa spx knp harus takut tersaingi pengirimn lain
5,2025 04 07 09 59 15,sangat membantu saya untuk mendapatkan suatu barang walaupun terkadang tdk sesuai harapan pihak shopee selalu memberikan yg terbaik pembayaran melalui cod sangat membantu saya dlm melihat secara langsung produk atau barang yg akan saya beli terimakasih shopee kau mempermudah hidup saya semoga selalu sukses
5,2025 04 07 09 57 35,sangat membantu untuk berbelanja tapi kenapa aplikasi shopy saya sudah tidak cod lagi mengecewakan
1,2025 04 07 09 07 54,tolong pihak shopee untuk orang melakukan pembayaran cod harap di konfirmasikan dlu no tlpn pembeli agartidak menggunakan no tlpn orang lain inisaya sdh brp kali menerima pesanan yg bukan atas nama saya dg status cod tolong di perhatikan lgi agar tidak merugikan orang lain
5,2025 04 07 07 57 32,tempat belanja paling terpercaya lewat sistem cod cek dulu banyak pula voucher gratis ongkirnya terimakasih shopee sukses selalu
1,2025 04 07 07 52 03,ketika saya pesen barang fitur cod nya bisa dan mau pesen barang yang kedua malah gabisa barang apapun saya coba tetep gak bisa itu kenapaa
5,2025 04 07 07 45 23,kalau bisa paket oferlut jangan terlalu lama yg cod kasiang uang nya kehabisan paket gak di ambil cod di mati kan
1,2025 04 06 22 48 24,sebelumnya aq kasih bintang lima sekarang aq kasih bintang satu karena satu pesanan cod aku cansel karena barangnya ngak sesuai jadi sampai sekarang aq ngak bisa pesen pakai sistem pembayarannya cod di shopee ini karena ya percuma dong banyak notifikasi promo yg mau aku ckeck out tapi pembayarannya ngak bisa sistem cod jadi aq pakai aplikasi lazada toko pedia tik tok karena mereka pembayarannya bisa sistem cod sorry ya aq uninstal aplikasi shopee nya
4,2025 04 06 22 05 07,baguss sihh pas awal okee belanja disinii barang juga sesuai tpi knp akhir inii mau belanja disinii selaluu ga bisa cod dengan ulasann alamat tidak mendukung gituu pdhl kemarin nya bisa tpi kenapa tiba tiba engga
1,2025 04 06 21 54 33,pesan makanan tapi tidak mendapatkan driver aneh kenapa gak dihapus aja fiturnya kalau gak guna dan sekarang setelah membatalkan pesanan karena driver tidak ditemukan malah pesan cod tidak bisa lagi sampah banget fiturnya
1,2025 04 06 21 24 59,makin di update makin ruwetttt tolong dong pihak shopee di kondisikan untuk wilayah kalimantan susah cod expedisi spx jg suka return tanpa konfirmasi duhhhhh lama q unistal ini shopee ya dah tau cuma j t pengiriman paling cepat mlh di nonaktifkan pula paketku banyak yg di return spx
5,2025 04 06 21 03 08,cod memang mauku
5,2025 04 06 20 20 38,aplikasinya bagus dan enak bisa cod
2,2025 04 06 20 02 47,shopee makin di update makin banyak bug nyaa tiba tiba lemot banget loading lama trs tiba tiba gabisa cod padahal hari sebelum nya pas di cek masih bisa cod besok nya udh gabisa tanya toko nya pun open cod tpi dri shopee nya gabisa padahal ngga habis retur paket malah pesen banyak tolong di perbaiki lgi untuk fitur cod nya dan bug nya tolong di kondisi kan pas lgi war malah bug loading lama sinyal bagus padahal
4,2025 04 06 19 21 12,sebenernya udah bagus banget tapi kadang kalau dapet harga murah ga bisa cod
1,2025 04 06 16 18 48,applikasinya sih berkerja dengan baik tapi semua produk yang di jual di shopee tidak bisa cod padahal barang yang mau saya beli itu penting banget dan terkadang paket datang gk sesuai pesanan dan juga aplikasinya tambah lemot bangett tiap mau buka shopee selalu aja masuk ke live orng shopee makin di update makin lemot
1,2025 04 06 15 15 41,gak bisa cod nya di batasi
5,2025 04 06 14 45 14,the besttt sihh apk shopee ini setiap aku beli barang hampir semua gratis ongkir dan juga apknya bagus banget mau cari apa aja ada disini di shopee juga ada banyak metode pembayaran yaitu cod transfer shoope paylater dll pokoknya masi ada banyak metode pembayarannya
1,2025 04 06 14 38 11,shopee makin buruk pengiriman jnt di tiadakan saya sebagai penjual menjadi kesulitan utk pengiriman barang dan telah mengakibatkan saya banyak kerugian pelanggan jadi kabur karna pengiriman jnt tidak ada pengiriman lain yg di sediakan shopee banyak buruknya tidak ada tnggung jawab dan pelayanan yg buruk utk pengiriman standar atau reguler tolong perbaiki lagi adakan lagi fitur non cod karna itu banyak merugikan penjual barang bagus malah di return seenaknya
5,2025 04 06 14 28 03,apk nya bagus tapi kok sekarang gk bisa cod tolong ya di perbaiki lagi karna saya tidk punya spay leter dan bank tolong ya
5,2025 04 06 14 07 43,apkny okelah cuman suka kesel sama penjualny olhny kadang gk amanah sekarang kita bisa pakai cod cek dulu jadi gk takut lgi mau pesan apapun dan tolong banyakin diskon dan gratis ongkirnya yg gk ada nominalnya yaa thank you shopee
1,2025 04 06 11 31 51,kok nggak pernah bisa cod si
1,2025 04 06 11 19 46,harusnya cantumkan nama kurir dan nomor telpnya paket non cod selalu datang telat dibanding yg cod klo kurir gabisa nganterin hari ini tolong cantumkan alasan sebenarnya bukan bilang pembeli menjadwalkan ulang
4,2025 04 06 11 07 41,kok shopee nya udah gk bisa cod yaa ini kenapa
2,2025 04 06 08 45 12,tidak pernah belanja tapi ada barang yg hrs d bayar dengan cod dan ketika d konfirmasi pd hari sama untuk pengembalian barang dan berharap ada pengembalian uang dari pihak spx cengkareng tidak ada penyelesaian nya bahkan dari kurir pun kalau saja pesan sich mungkin ga masalah ya jd untuk yg lain berhati hati kalau ada barang tdk pesan jangan d bayar walaupun a n kita sendiri
3,2025 04 06 08 04 34,kenapa setiap paket yg batal trus kembali ke seller atau toko nya yg salah kurir tapi yg kena dampak buruk nya akun pengguna shope gak bisa buat cod lagi
5,2025 04 06 07 27 06,alhamdulillah saya beli selalu cod kebanyakan lancar tapi ada juga yg kembali mungkin karena hujan atau lain hal sehingga lewat watu tiba sebenarnya mesti lewat saya tdk minta vocer kok shopee baik
